,ID,duration,wav,province_code,wrd
24311,gw-talk_set2_collectorgw132_speakergw2846_speakergw2847_21_0_138-4,16.459,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw132/talk_set2_collectorgw132_speakergw2846_speakergw2847_21_0_138-4.wav,gw,그래서 그 내가 이랬어 저기 이 선생님이 이렇게 어 애들한테 서는데 이렇게 해갖고 오면 되겠습니까 그러니까 그 사람들의 사고가 완전히 다르더라고 우리하고 그래서 상관없다는 게 격식은 상관없다고 생각합니다
33791,gw-say_set1_collectorgw35_speakergw165_1_0_35-3,0.759,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw35/say_set1_collectorgw35_speakergw165_1_0_35-3.wav,gw,슬퍼요
17262,gw-talk_set2_collectorgw87_speakergw1138_speakergw1139_0_0_121-15,2.266,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw87/talk_set2_collectorgw87_speakergw1138_speakergw1139_0_0_121-15.wav,gw,어 그 돈을 안 쓰더라도 너무 좋아
32175,gw-say_set1_collectorgw82_speakergw529_36_0_36-1,18.258,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw82/say_set1_collectorgw82_speakergw529_36_0_36-1.wav,gw,아무래도 같은 성의 아이가 있는 게 둘한테도 의지가 되고 서로 의지하고 서로 의견을 나눌 수 있어서 두 명 정도는 같은 성을 가지고 있는 것이 좋다고 생각합니다
19298,gw-talk_set2_collectorgw86_speakergw1272_speakergw1273_1_0_148-0,17.06,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw86/talk_set2_collectorgw86_speakergw1272_speakergw1273_1_0_148-0.wav,gw,윷놀이하고 화토를 비교한다면은 이 윷놀이나 화토나 전통 놀이라고도 볼 수가 있는데 이 윷놀이는 남녀노소 할 것 없이 같이 할 수 있어서 참 좋은 것 같습니다
32442,gw-say_set1_collectorgw94_speakergw492_56_0_32-1,7.449,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw94/say_set1_collectorgw94_speakergw492_56_0_32-1.wav,gw,그래서 옛날 분들 보면 지금 다 늙으셔가지고 허리도 꼬부라지시고 그런 점이 참 안타까운 것 같아요
23017,gw-talk_set2_collectorgw132_speakergw751_speakergw752_10_0_68-8,5.659,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw132/talk_set2_collectorgw132_speakergw751_speakergw752_10_0_68-8.wav,gw,아이 그래도 틀니보다는 지금 있지 이렇게 걸아서 해넣는 기 더 편하고 좋지
14277,gw-talk_set1_collectorgw169_speakergw1129_speakergw1130_2_0_114-0,4.459,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw169/talk_set1_collectorgw169_speakergw1129_speakergw1130_2_0_114-0.wav,gw,운동도 중요하고 음식도 중요한데요
20497,gw-talk_set2_collectorgw95_speakergw1125_speakergw1126_2_0_133-8,9.43,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw95/talk_set2_collectorgw95_speakergw1125_speakergw1126_2_0_133-8.wav,gw,근데 나중에는 병원 가는 거 좋지만은 집에서 우선 이 사람도 그냥 자기가 처방을 해볼려고 들드라고 어떻게든지
11897,gw-talk_set1_collectorgw137_speakergw2854_speakergw2855_0_0_65-8,1.779,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set1_collectorgw137_speakergw2854_speakergw2855_0_0_65-8.wav,gw,거 하나는 포기해야 되지 않소
23067,gw-talk_set2_collectorgw132_speakergw2846_speakergw2847_10_0_123-6,1.43,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw132/talk_set2_collectorgw132_speakergw2846_speakergw2847_10_0_123-6.wav,gw,그게 왜 안 낫나니까
35571,gw-say_set1_collectorgw86_speakergw392_4_0_27-0,17.979,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw86/say_set1_collectorgw86_speakergw392_4_0_27-0.wav,gw,아침에 일어나면은 온수로다가 아 입가심 한 번 하고 한 컵 마시고 아 그냥 맨손 체조 정도 가볍게 몸을 풀고 안마기에서 안마 의자로 에 좀 전신 마사지를 합니다
10520,gw-talk_set2_collectorgw137_speakergw2886_speakergw2887_13_0_29-4,1.91,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set2_collectorgw137_speakergw2886_speakergw2887_13_0_29-4.wav,gw,빵모자 내 같은 빵모자 쓰면 되지 뭐
19351,gw-talk_set2_collectorgw86_speakergw911_speakergw912_9_0_97-3,9.702,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw86/talk_set2_collectorgw86_speakergw911_speakergw912_9_0_97-3.wav,gw,왜 그러냐 하면 산은 주위에서 쉽게 접할 수 있는 면이 있는데 바다는 쉽게 접할 수 있는 방법이 아니잖아요
22308,gw-talk_set3_collectorgw166_speakergw908_speakergw909_4_0_118-4,5.309,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw166/talk_set3_collectorgw166_speakergw908_speakergw909_4_0_118-4.wav,gw,그리고 차츰 이제 노령화 돼 가니까 사람이 힘이 들잖아
31386,gw-say_set1_collectorgw84_speakergw486_47_0_26-4,7.53,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw84/say_set1_collectorgw84_speakergw486_47_0_26-4.wav,gw,근데 부모님 또 농사 짓는 분들은 지금까구 하고 계시니까 참 존경스러워요
28772,gw-talk_set2_collectorgw227_speakergw2863_speakergw2864_0_0_107-18,1.739,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw227/talk_set2_collectorgw227_speakergw2863_speakergw2864_0_0_107-18.wav,gw,선물이 좋다고 생각해요
11598,gw-talk_set1_collectorgw137_speakergw2872_speakergw2873_6_0_55-14,3.59,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set1_collectorgw137_speakergw2872_speakergw2873_6_0_55-14.wav,gw,그게 다음에 언제 토 일요일에 내가 시간 봐가지고는 한 번 초대할게
8646,gw-talk_set3_collectorgw89_speakergw567_speakergw568_9_0_186-0,8.129,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set3_collectorgw89_speakergw567_speakergw568_9_0_186-0.wav,gw,차례나 제사를 지내야 한다고 생각하시나요 아니면 차례나 제사를 꼭 지낼 필요는 없다고 생각하시나요
29877,gw-say_set1_collectorgw99_speakergw445_0_3_24-2,9.11,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw99/say_set1_collectorgw99_speakergw445_0_3_24-2.wav,gw,제천이 원래 고향이라서 제천에서 살고 동생은 서울에서 살고 저는 원주에서 살고 그렇습니다
34855,gw-say_set1_collectorgw87_speakergw434_39_0_29-7,2.31,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw87/say_set1_collectorgw87_speakergw434_39_0_29-7.wav,gw,너무 편하게 산다구요 그렇게 삽시다
1343,gw-talk_set2_collectorgw226_speakergw2850_speakergw2851_23_0_115-9,3.419,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw226/talk_set2_collectorgw226_speakergw2850_speakergw2851_23_0_115-9.wav,gw,여름도 뭐 나쁘다고는 볼 수 없죠
14645,gw-talk_set1_collectorgw35_speakergw163_speakergw164_5_0_61-0,5.179,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw35/talk_set1_collectorgw35_speakergw163_speakergw164_5_0_61-0.wav,gw,저는 때와 장소에 따라서 옷을 갖춰 입는 기 좋다고 생각합니다
2471,gw-talk_set1_collectorgw131_speakergw724_speakergw725_5_0_118-37,2.547,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw131/talk_set1_collectorgw131_speakergw724_speakergw725_5_0_118-37.wav,gw,어 그런데 차이가 있구나
5993,gw-talk_set1_collectorgw82_speakergw1601_speakergw1602_6_0_101-2,4.419,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw82/talk_set1_collectorgw82_speakergw1601_speakergw1602_6_0_101-2.wav,gw,예전부터 김장은 일 년 농사라고 했습니다
5467,gw-talk_set1_collectorgw84_speakergw498_speakergw499_13_0_61-8,1.297,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw84/talk_set1_collectorgw84_speakergw498_speakergw499_13_0_61-8.wav,gw,예쁜 거 신고
13097,gw-talk_set2_collectorgw88_speakergw472_speakergw473_1_0_64-3,2.279,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw88/talk_set2_collectorgw88_speakergw472_speakergw473_1_0_64-3.wav,gw,나도 윷놀이가 좋을 것 같아요
20481,gw-talk_set3_collectorgw95_speakergw447_speakergw448_11_0_64-2,4.092,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw95/talk_set3_collectorgw95_speakergw447_speakergw448_11_0_64-2.wav,gw,그렇죠 아파트는 편하긴 해도 돈이 많이 들고
21781,gw-talk_set3_collectorgw101_speakergw712_speakergw713_3_0_104-7,16.025,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw101/talk_set3_collectorgw101_speakergw712_speakergw713_3_0_104-7.wav,gw,근데 그 농촌 동에서 사는 과정이 어이 지금 그 동네 사람이 될래면 그 동네에서 들고 그 동네에서 기본으로 이렇게 내는 게 있어요
6415,gw-talk_set1_collectorgw82_speakergw398_speakergw399_0_0_73-3,23.08,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw82/talk_set1_collectorgw82_speakergw398_speakergw399_0_0_73-3.wav,gw,그래서 두 부부가 같이 벌어 먹구 살아야 되는데 그거를 진짜 뭐 둘 다 뭐 직장을 다니거나 사업을 하거나 참 힘들 텐데 부모가 아주 뭐 어쩔 수 없는 상황이면 할 수 없지마는 좀 여유가 쪼끔이라도 되면은 좀 봐주는 게 그 좋지 않나 그런 생각을 해요
1423,gw-talk_set1_collectorgw226_speakergw2913_speakergw2914_8_0_106-1,16.689,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw226/talk_set1_collectorgw226_speakergw2913_speakergw2914_8_0_106-1.wav,gw,그 뭐 선물 줘봐야 뭐 한 번 맛보면 고만이고 용돈은 두고 두고 자기가 애끼 쓰니까네 오래도록 쓸 수도 있고 또 내가 필요한 것도 또 구입할 수도 있고 그러니 용돈 주는 기 참 좋은기라
8517,gw-talk_set2_collectorgw89_speakergw937_speakergw938_11_0_80-5,5.343,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set2_collectorgw89_speakergw937_speakergw938_11_0_80-5.wav,gw,어 시골에서 뭐 농사 짓고 있는 입장에서 시골이 나쁘다고 할 수는 없어
29311,gw-talk_set1_collectorgw227_speakergw2852_speakergw2853_0_0_115-4,20.259,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw227/talk_set1_collectorgw227_speakergw2852_speakergw2853_0_0_115-4.wav,gw,어 그러면 엄마 아빠가 부득이한 사정이 됐을 때에는 안 봐줘요 지금 뭐 애 애기를 어디다 누구 남따라 유치원에 보낸 저 모습이 어디다가 입양을 보내기도 그렇고 저는 그렇다고 길러줘야 된다고 생각합니다
34334,gw-say_set1_collectorgw87_speakergw437_5_0_30-1,5.86,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw87/say_set1_collectorgw87_speakergw437_5_0_30-1.wav,gw,딸내미가 용돈을 주믄 좋은데 옷으로 사줘서 안 좋았어요
497,gw-talk_set3_collectorgw129_speakergw763_speakergw764_1_0_131-13,1.61,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw129/talk_set3_collectorgw129_speakergw763_speakergw764_1_0_131-13.wav,gw,발도 쪼끔 시리긴 해요
11308,gw-talk_set1_collectorgw137_speakergw2928_speakergw2929_23_4_68-8,0.379,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set1_collectorgw137_speakergw2928_speakergw2929_23_4_68-8.wav,gw,맞제
29999,gw-say_set3_collectorgw17_speakergw196_59_0_18-1,3.19,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw17/say_set3_collectorgw17_speakergw196_59_0_18-1.wav,gw,때에 맞춰서 심지 않으면 거둘 수가 없으니까
20263,gw-talk_set3_collectorgw95_speakergw1729_speakergw1730_0_0_124-3,9.619,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw95/talk_set3_collectorgw95_speakergw1729_speakergw1730_0_0_124-3.wav,gw,그리고 또 밥을 먹어도 한 사람이 먹는 것과 여럿이 밥상에 둘러앉아서 같이 먹는 것이 얼마나 밥맛이 좋은데요
8986,gw-talk_set2_collectorgw89_speakergw417_speakergw418_8_0_79-5,6.75,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set2_collectorgw89_speakergw417_speakergw418_8_0_79-5.wav,gw,그래서 아이들이 할머니 할아버지한테서 느끼는 것 때문에 사랑이 많고
29986,gw-say_set1_collectorgw17_speakergw179_3_0_15,10.019,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw17/say_set1_collectorgw17_speakergw179_3_0_15.wav,gw,나는 부추로 되게 부침개 잘 붙여 먹고 또 부추가 부추 김치도 해 먹고 뭐 여러 가지 해 먹을 수 있지 뭐
8348,gw-talk_set2_collectorgw89_speakergw417_speakergw418_9_0_66-0,1.826,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw89/talk_set2_collectorgw89_speakergw417_speakergw418_9_0_66-0.wav,gw,산 바다 다 좋습니다
31215,gw-say_set1_collectorgw128_speakergw526_25_0_30-1,18.931,/data/MTDATA/fn-2-018/root/person/say/gw/collectorgw128/say_set1_collectorgw128_speakergw526_25_0_30-1.wav,gw,왜 모이지 않구 그렇게 평일에도 바빠서 서로 얼굴 못 보는데 명절에 모여서 얼굴이라도 보고 그래야 좀 유대관계가 좋아지는데 저는 명절에 잘 모여서 집안이 모이는 걸 좋다고 생각합니다
19523,gw-talk_set1_collectorgw103_speakergw546_speakergw547_1_0_69-12,4.139,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw103/talk_set1_collectorgw103_speakergw546_speakergw547_1_0_69-12.wav,gw,좋은 생각이야 그거 애들한테 물까지 물려줄 필요 없어
18662,gw-talk_set1_collectorgw121_speakergw1468_speakergw1469_1_0_100-9,4.039,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw121/talk_set1_collectorgw121_speakergw1468_speakergw1469_1_0_100-9.wav,gw,어예 생각하면 화려하시기라고도 많이들 생각을 하더라고요
9971,gw-talk_set3_collectorgw137_speakergw861_speakergw862_11_0_80-18,3.37,/data/MTDATA/fn-2-018/root/people/talk/gw/collectorgw137/talk_set3_collectorgw137_speakergw861_speakergw862_11_0_80-18.wav,gw,내가 미아 그래도 내가 맨날 미안하다 그래 죄인이니까
